# stan_version_major = 2
# stan_version_minor = 39
# stan_version_patch = 0
# model = Continuous_State_Navigation_Agent_stan_model
# start_datetime = 2026-09-06 18:12:55 UTC
# method = sample (Default)
#   sample
#     num_samples = 300
#     num_warmup = 300
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = output/model_family_acceptance/continuous/pipeline_output/12_execute_output/continuous_navigation/stan/simulation_data/Continuous_State_Navigation_Agent_stan_data.json
# init = 2 (Default)
# random
#   seed = 42
# output
#   file = /private/tmp/claude-501/-Users-hum-Documents-GitHub-HumOS/61e99712-2be6-42f2-9983-d73d6ffca46e/scratchpad/wt/GeneralizedNotationNotation/output/model_family_acceptance/continuous/pipeline_output/11_render_output/continuous_navigation/stan/output/model_family_acceptance/continuous/pipeline_output/12_execute_output/continuous_navigation/stan/simulation_data/cmdstan/Continuous_State_Navigation_Agent_stan-20260906111255.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.39.0
# stancflags = --filename-in-msg=Continuous_State_Navigation_Agent_stan.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,obs_noise_scale,mu.1.1,mu.2.1,mu.3.1,mu.4.1,mu.5.1,mu.6.1,mu.7.1,mu.8.1,mu.9.1,mu.10.1,mu.11.1,mu.12.1,mu.13.1,mu.14.1,mu.15.1,mu.1.2,mu.2.2,mu.3.2,mu.4.2,mu.5.2,mu.6.2,mu.7.2,mu.8.2,mu.9.2,mu.10.2,mu.11.2,mu.12.2,mu.13.2,mu.14.2,mu.15.2,P.1.1.1,P.2.1.1,P.3.1.1,P.4.1.1,P.5.1.1,P.6.1.1,P.7.1.1,P.8.1.1,P.9.1.1,P.10.1.1,P.11.1.1,P.12.1.1,P.13.1.1,P.14.1.1,P.15.1.1,P.1.2.1,P.2.2.1,P.3.2.1,P.4.2.1,P.5.2.1,P.6.2.1,P.7.2.1,P.8.2.1,P.9.2.1,P.10.2.1,P.11.2.1,P.12.2.1,P.13.2.1,P.14.2.1,P.15.2.1,P.1.1.2,P.2.1.2,P.3.1.2,P.4.1.2,P.5.1.2,P.6.1.2,P.7.1.2,P.8.1.2,P.9.1.2,P.10.1.2,P.11.1.2,P.12.1.2,P.13.1.2,P.14.1.2,P.15.1.2,P.1.2.2,P.2.2.2,P.3.2.2,P.4.2.2,P.5.2.2,P.6.2.2,P.7.2.2,P.8.2.2,P.9.2.2,P.10.2.2,P.11.2.2,P.12.2.2,P.13.2.2,P.14.2.2,P.15.2.2,log_lik
-13.41042,0.99647786,0.9882832,1,3,0,13.508822,0.68173657,0.39845302,0.52791431,0.97142164,1.2152169,1.5405079,1.7584854,1.691187,2.0579438,1.8319293,1.5129142,1.6077419,1.9901879,2.098936,1.7993608,1.6276055,-0.38539901,-0.13347702,0.41995659,0.70406881,1.0277257,1.183873,1.4132945,1.4983642,1.7775099,1.7129327,1.7313118,1.8060944,1.9427751,1.729467,2.1783882,0.05999368,0.042087801,0.03917325,0.038636073,0.038534887,0.038515749,0.038512127,0.038511441,0.038511311,0.038511287,0.038511282,0.038511281,0.038511281,0.038511281,0.038511281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05999368,0.042087801,0.03917325,0.038636073,0.038534887,0.038515749,0.038512127,0.038511441,0.038511311,0.038511287,0.038511282,0.038511281,0.038511281,0.038511281,0.038511281,-12.197932
-13.414497,0.97648672,0.9882832,2,3,0,13.560956,0.63890139,0.40147982,0.52441358,0.97009335,1.2134603,1.5415841,1.7604863,1.6892159,2.0625678,1.8296253,1.5047318,1.6035453,1.9937883,2.1024435,1.7954143,1.6214929,-0.38832665,-0.14050831,0.41573978,0.69881341,1.0244242,1.1799453,1.4114811,1.4958876,1.7790933,1.7109776,1.7292192,1.8051712,1.9439701,1.7254012,2.1840459,0.056651229,0.039954891,0.037357271,0.036901579,0.036820019,0.03680537,0.036802737,0.036802263,0.036802178,0.036802163,0.03680216,0.03680216,0.03680216,0.03680216,0.03680216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056651229,0.039954891,0.037357271,0.036901579,0.036820019,0.03680537,0.036802737,0.036802263,0.036802178,0.036802163,0.03680216,0.03680216,0.03680216,0.03680216,0.03680216,-12.094141
-13.414497,0.45805994,0.9882832,1,3,0,16.609139,0.63890139,0.40147982,0.52441358,0.97009335,1.2134603,1.5415841,1.7604863,1.6892159,2.0625678,1.8296253,1.5047318,1.6035453,1.9937883,2.1024435,1.7954143,1.6214929,-0.38832665,-0.14050831,0.41573978,0.69881341,1.0244242,1.1799453,1.4114811,1.4958876,1.7790933,1.7109776,1.7292192,1.8051712,1.9439701,1.7254012,2.1840459,0.056651229,0.039954891,0.037357271,0.036901579,0.036820019,0.03680537,0.036802737,0.036802263,0.036802178,0.036802163,0.03680216,0.03680216,0.03680216,0.03680216,0.03680216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056651229,0.039954891,0.037357271,0.036901579,0.036820019,0.03680537,0.036802737,0.036802263,0.036802178,0.036802163,0.03680216,0.03680216,0.03680216,0.03680216,0.03680216,-12.094141
-13.599036,0.9483359,0.9882832,1,3,0,13.699807,0.81073345,0.38960746,0.53652363,0.9749829,1.2200196,1.5379079,1.753174,1.6962133,2.0457643,1.837608,1.5347102,1.6198038,1.9814898,2.0896272,1.8094815,1.6441115,-0.37684325,-0.11442704,0.4319636,0.71879142,1.0374093,1.1950881,1.4188994,1.5055088,1.7738285,1.7182048,1.7371212,1.8088896,1.9398562,1.7402674,2.1637814,0.069761714,0.048345557,0.044439037,0.043623638,0.043448841,0.043411158,0.043403024,0.043401268,0.043400889,0.043400807,0.043400789,0.043400785,0.043400784,0.043400784,0.043400784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069761714,0.048345557,0.044439037,0.043623638,0.043448841,0.043411158,0.043403024,0.043401268,0.043400889,0.043400807,0.043400789,0.043400785,0.043400784,0.043400784,0.043400784,-12.592052
-13.415909,1,0.9882832,2,3,0,13.566649,0.63661366,0.40164276,0.52421581,0.97002026,1.213364,1.5416452,1.760597,1.6891056,2.0628243,1.8294951,1.5042796,1.6033187,1.9939925,2.1026373,1.7951937,1.6211564,-0.38848426,-0.14089557,0.4155111,0.69852699,1.0242467,1.1797323,1.4113851,1.4957537,1.7791837,1.7108697,1.7291049,1.805122,1.9440376,1.7251762,2.1843614,0.056471287,0.039840133,0.037259217,0.036807709,0.03672713,0.036712699,0.036710113,0.036709649,0.036709566,0.036709551,0.036709548,0.036709548,0.036709548,0.036709548,0.036709548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056471287,0.039840133,0.037259217,0.036807709,0.03672713,0.036712699,0.036710113,0.036709649,0.036709566,0.036709551,0.036709548,0.036709548,0.036709548,0.036709548,0.036709548,-12.089099
-14.049093,0.86525473,0.9882832,1,3,0,14.159512,0.46083202,0.41457146,0.5047082,0.96375857,1.205146,1.5477975,1.7704833,1.6786081,2.0862212,1.816634,1.4638563,1.5853014,2.014352,2.1197699,1.7742804,1.5916176,-0.40098938,-0.17526561,0.39681306,0.67448123,1.0103461,1.1622305,1.4044355,1.4848105,1.788393,1.7011089,1.7193439,1.8014724,1.9506352,1.7048016,2.2137991,0.042194305,0.030725234,0.029336197,0.029150722,0.029125644,0.029122248,0.029121788,0.029121726,0.029121717,0.029121716,0.029121716,0.029121716,0.029121716,0.029121716,0.029121716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042194305,0.030725234,0.029336197,0.029150722,0.029125644,0.029122248,0.029121788,0.029121726,0.029121717,0.029121716,0.029121716,0.029121716,0.029121716,0.029121716,0.029121716,-11.929767
-13.84812,1,0.9882832,1,1,0,14.064256,0.49073607,0.41231359,0.50874985,0.96490917,1.206666,1.5465057,1.7685832,1.6807324,2.0816334,1.8193058,1.4716429,1.5884258,2.0101148,2.1165161,1.7785033,1.5972234,-0.39880549,-0.1686511,0.40015554,0.67888869,1.0127379,1.1653872,1.4055421,1.4867793,1.7864578,1.7030215,1.7211585,1.8020662,1.9492831,1.7087766,2.2079325,0.044687639,0.03232209,0.030745618,0.03052305,0.030491192,0.030486622,0.030485967,0.030485873,0.030485859,0.030485857,0.030485857,0.030485857,0.030485857,0.030485857,0.030485857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044687639,0.03232209,0.030745618,0.03052305,0.030491192,0.030486622,0.030485967,0.030485873,0.030485859,0.030485857,0.030485857,0.030485857,0.030485857,0.030485857,0.030485857,-11.915724
-14.187846,0.92351357,0.9882832,1,1,0,14.22965,0.44372263,0.41587444,0.50222485,0.9630874,1.204252,1.5485946,1.7716177,1.6773127,2.0889868,1.8149896,1.4591985,1.583512,2.0169559,2.1217004,1.7717067,1.5882841,-0.40224968,-0.17922987,0.39487101,0.67189177,1.0089762,1.1603851,1.4038216,1.483659,1.7895846,1.699953,1.7182722,1.8011408,1.9514612,1.7024092,2.2173553,0.040755441,0.029801619,0.02851629,0.028350448,0.028328796,0.028325965,0.028325595,0.028325547,0.02832554,0.02832554,0.028325539,0.028325539,0.028325539,0.028325539,0.028325539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040755441,0.029801619,0.02851629,0.028350448,0.028328796,0.028325965,0.028325595,0.028325547,0.02832554,0.02832554,0.028325539,0.028325539,0.028325539,0.028325539,0.028325539,-11.948414
-14.290875,0.97645507,0.9882832,1,1,0,14.449612,0.43233718,0.41674606,0.50049737,0.96263627,1.203647,1.5491504,1.7723927,1.6764155,2.0908885,1.8138444,1.456012,1.5823223,2.0187668,2.1230136,1.769925,1.5860122,-0.40309274,-0.1819465,0.39356698,0.67013989,1.0080646,1.1591402,1.4034216,1.4828819,1.790414,1.6991566,1.7175447,1.8009241,1.9520335,1.7007656,2.2198089,0.039792926,0.029182741,0.027964902,0.027811477,0.027791929,0.027789435,0.027789117,0.027789076,0.027789071,0.02778907,0.02778907,0.02778907,0.02778907,0.02778907,0.02778907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039792926,0.029182741,0.027964902,0.027811477,0.027791929,0.027789435,0.027789117,0.027789076,0.027789071,0.02778907,0.02778907,0.02778907,0.02778907,0.02778907,0.02778907,-11.965606
-14.330619,0.99088453,0.9882832,1,1,0,14.528588,0.42819478,0.41706409,0.49985327,0.96247134,1.2034248,1.5493579,1.7726788,1.6760818,2.0915931,1.813417,1.4548347,1.5818898,2.0194419,2.1234971,1.7692624,1.5851747,-0.40340035,-0.18295123,0.39309025,0.66949664,1.007733,1.1586838,1.4032779,1.4825968,1.7907233,1.6988612,1.717277,1.8008461,1.9522464,1.7001569,2.2207197,0.039441729,0.0289567,0.027763104,0.027614067,0.02759525,0.027592871,0.02759257,0.027592532,0.027592528,0.027592527,0.027592527,0.027592527,0.027592527,0.027592527,0.027592527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039441729,0.0289567,0.027763104,0.027614067,0.02759525,0.027592871,0.02759257,0.027592532,0.027592528,0.027592527,0.027592527,0.027592527,0.027592527,0.027592527,0.027592527,-11.972872
-16.298763,0.6442615,0.9882832,1,1,0,16.299975,0.30341202,0.42687709,0.47555036,0.95747883,1.1961943,1.557256,1.7824637,1.6637304,2.1167691,1.7971429,1.4140782,1.5693039,2.0447485,2.139544,1.7447861,1.5568162,-0.41289186,-0.21831986,0.37826633,0.6484389,0.99787563,1.1438991,1.3995404,1.4732935,1.8023507,1.6881094,1.7083892,1.7988083,1.9600732,1.6785037,2.2537833,0.02860536,0.021891293,0.02133635,0.021287202,0.021282824,0.021282433,0.021282399,0.021282396,0.021282395,0.021282395,0.021282395,0.021282395,0.021282395,0.021282395,0.021282395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02860536,0.021891293,0.02133635,0.021287202,0.021282824,0.021282433,0.021282399,0.021282396,0.021282395,0.021282395,0.021282395,0.021282395,0.021282395,0.021282395,0.021282395,-12.534931
-14.06993,0.77734041,0.9882832,1,3,0,18.832931,0.9623058,0.37970295,0.54393593,0.97842337,1.2248554,1.5357277,1.748018,1.700838,2.0340044,1.8425353,1.5560345,1.6328499,1.9742951,2.0806754,1.8189168,1.6606001,-0.36726323,-0.095090353,0.44492702,0.73434239,1.0482649,1.2072786,1.4256245,1.513428,1.7710995,1.7235778,1.7432099,1.8121565,1.9374261,1.7508682,2.1501399,0.080699132,0.055423563,0.050308764,0.04911368,0.048825427,0.048755372,0.048738315,0.04873416,0.048733148,0.048732901,0.048732841,0.048732827,0.048732823,0.048732822,0.048732822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080699132,0.055423563,0.050308764,0.04911368,0.048825427,0.048755372,0.048738315,0.04873416,0.048733148,0.048732901,0.048732841,0.048732827,0.048732823,0.048732822,0.048732822,-13.148039
-14.863834,0.82936935,0.9882832,1,1,0,14.898307,1.1518748,0.36800247,0.55049883,0.98181484,1.2299116,1.5338365,1.7427712,1.7053185,2.0220247,1.8469701,1.5779644,1.6475592,1.9683364,2.0717789,1.8282661,1.6779629,-0.35594607,-0.074096118,0.45974437,0.75173511,1.0610666,1.2213183,1.4340627,1.5227814,1.769393,1.7295261,1.7500236,1.8161733,1.9354611,1.7619239,2.1367981,0.093619816,0.063920936,0.057275353,0.055545357,0.055077911,0.054950347,0.054915441,0.054905883,0.054903265,0.054902547,0.054902351,0.054902297,0.054902283,0.054902278,0.054902277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093619816,0.063920936,0.057275353,0.055545357,0.055077911,0.054950347,0.054915441,0.054905883,0.054903265,0.054902547,0.054902351,0.054902297,0.054902283,0.054902278,0.054902277,-13.904913
-13.407383,1,0.9882832,2,3,0,14.782968,0.65985275,0.39999364,0.52617257,0.97075252,1.2143302,1.5410421,1.7594911,1.6902019,2.0602647,1.8307828,1.5088003,1.6056093,1.9919757,2.1006996,1.7973874,1.6245267,-0.38688916,-0.13701835,0.41781755,0.701409,1.0260441,1.1818803,1.4123641,1.4971063,1.7782932,1.7119491,1.7302542,1.805622,1.9433695,1.7274242,2.1812208,0.058292396,0.041001831,0.038250153,0.037755338,0.037664479,0.037647732,0.037644643,0.037644073,0.037643968,0.037643949,0.037643945,0.037643945,0.037643944,0.037643944,0.037643944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058292396,0.041001831,0.038250153,0.037755338,0.037664479,0.037647732,0.037644643,0.037644073,0.037643968,0.037643949,0.037643945,0.037643945,0.037643944,0.037643944,0.037643944,-12.142767
-14.862294,0.69099018,0.9882832,1,3,0,15.294915,1.1515372,0.36802266,0.55048915,0.98180957,1.2299034,1.5338392,1.7427796,1.7053115,2.0220439,1.8469634,1.5779292,1.6475345,1.9683448,2.0717928,1.8282513,1.6779346,-0.35596561,-0.074131039,0.45971916,0.75170585,1.0610446,1.2212944,1.4340477,1.5227652,1.7693948,1.729516,1.7500121,1.8161663,1.9354638,1.7619059,2.136819,0.093597517,0.063906123,0.057263263,0.055534266,0.055067173,0.054939728,0.054904861,0.054895315,0.054892701,0.054891985,0.054891789,0.054891735,0.054891721,0.054891717,0.054891715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093597517,0.063906123,0.057263263,0.055534266,0.055067173,0.054939728,0.054904861,0.054895315,0.054892701,0.054891985,0.054891789,0.054891735,0.054891721,0.054891717,0.054891715,-13.903538
-13.918086,1,0.9882832,1,1,0,14.646071,0.91966907,0.38243778,0.54208494,0.97752853,1.223574,1.5362671,1.7493686,1.6996489,2.0370833,1.8412993,1.550429,1.6293008,1.976056,2.0830059,1.8164748,1.6562307,-0.36990846,-0.10025974,0.44139186,0.73013409,1.0452685,1.203945,1.4237257,1.5112448,1.7717235,1.7221349,1.7415642,1.8112417,1.9380196,1.7480724,2.1536632,0.077679095,0.053459891,0.048687725,0.047604429,0.047350921,0.047291178,0.047277075,0.047273745,0.047272958,0.047272773,0.047272729,0.047272718,0.047272716,0.047272715,0.047272715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077679095,0.053459891,0.048687725,0.047604429,0.047350921,0.047291178,0.047277075,0.047273745,0.047272958,0.047272773,0.047272729,0.047272718,0.047272716,0.047272715,0.047272715,-12.985122
-17.171596,0.56861561,0.9882832,1,3,0,17.281745,1.6169856,0.34213541,0.5594823,0.98719671,1.2389965,1.5311956,1.733463,1.7127509,2.0005758,1.8533659,1.6174952,1.6774394,1.9615897,2.0570701,1.8447207,1.7106109,-0.33092647,-0.031750604,0.49143611,0.78772921,1.0893274,1.2515488,1.4542416,1.5438423,1.7700775,1.7422488,1.7644104,1.8256678,1.933776,1.7827853,2.1147122,0.12218446,0.083388424,0.073092739,0.06988949,0.068845101,0.068499433,0.068384457,0.068346151,0.068333382,0.068329124,0.068327705,0.068327231,0.068327074,0.068327021,0.068327003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12218446,0.083388424,0.073092739,0.06988949,0.068845101,0.068499433,0.068384457,0.068346151,0.068333382,0.068329124,0.068327705,0.068327231,0.068327074,0.068327021,0.068327003,-15.790774
